"day","maxT","minT","meanT","heat_dd","cool_dd","total_rain_mm","total_snow_cm","total_precip_mm","snow_on_grnd_cm","dir_max_gust_deg","speed_max_gust_kmh","Year","Month"
"27","21.7","8.2","15.0","3.0","0.0","0.0","0.0","0.0","0","12","50",1985,8
"28","17.6","8.8","13.2","4.8","0.0","LegendTT","0.0","LegendTT","0","","<31",1985,8
"29","24.3","5.0","14.7","3.3","0.0","0.0","0.0","0.0","0","13","44",1985,8
"30","25.9","7.1","16.5","1.5","0.0","0.0","0.0","0.0","0","27","83",1985,8
"31","18.4","3.0","10.7","7.3","0.0","LegendTT","0.0","LegendTT","0","34","70",1985,8
"01","19.3","2.2","10.8","7.2","0.0","0.0","0.0","0.0","0","35","44",1985,9
"02","19.9","4.9","12.4","5.6","0.0","0.0","0.0","0.0","0","18","44",1985,9
"03","15.6","7.1","11.4","6.6","0.0","3.4","0.0","3.4","0","31","61",1985,9
"04","20.1","3.9","12.0","6.0","0.0","0.2","0.0","0.2","0","23","48",1985,9
"05","13.5","1.9","7.7","10.3","0.0","7.6","LegendTT","7.6","0","36","54",1985,9
"06","2.6","-1.0","0.8","17.2","0.0","0.2","5.6","5.8","LegendTT","5","41",1985,9
"07","3.9","-0.5","1.7","16.3","0.0","LegendTT","1.0","1.0","1","","<31",1985,9
"08","6.1","2.4","4.3","13.7","0.0","0.5","0.0","0.5","0","","<31",1985,9
"09","7.8","4.3","6.1","11.9","0.0","LegendTT","0.0","LegendTT","0","","<31",1985,9
"10","15.1","5.0","10.1","7.9","0.0","0.0","0.0","0.0","0","14","48",1985,9
"11","13.0","5.7","9.4","8.6","0.0","0.2","0.0","0.2","0","14","37",1985,9
"12","11.8","8.2","10.0","8.0","0.0","92.6","0.0","92.6","0","28","74",1985,9
"13","19.0","7.3","13.2","4.8","0.0","0.2","0.0","0.2","0","27","59",1985,9
"14","17.5","2.3","9.9","8.1","0.0","0.0","0.0","0.0","0","29","50",1985,9
"15","17.1","4.0","10.6","7.4","0.0","0.0","0.0","0.0","0","26","61",1985,9
"16","18.0","5.0","11.5","6.5","0.0","0.2","0.0","0.2","0","27","74",1985,9
"17","10.7","-0.1","5.3","12.7","0.0","LegendTT","0.0","LegendTT","0","2","46",1985,9
"18","5.6","-0.3","2.7","15.3","0.0","0.5","LegendTT","0.5","0","10","37",1985,9
"19","6.4","0.2","3.3","14.7","0.0","3.0","6.4","9.4","2","","<31",1985,9
"20","17.5","0.4","9.0","9.0","0.0","LegendTT","0.0","LegendTT","0","27","52",1985,9
"21","11.8","1.5","6.7","11.3","0.0","LegendTT","0.2","0.2","0","33","87",1985,9
"22","6.5","-1.6","2.5","15.5","0.0","0.4","LegendTT","0.4","0","36","50",1985,9
"23","10.4","-4.8","2.8","15.2","0.0","0.4","LegendTT","0.4","0","27","61",1985,9
"24","14.5","4.0","9.3","8.7","0.0","LegendTT","0.0","LegendTT","0","31","102",1985,9
"25","18.5","0.0","9.3","8.7","0.0","0.0","0.0","0.0","0","24","37",1985,9
"26","16.3","0.0","8.2","9.8","0.0","0.4","0.8","1.2","0","32","100",1985,9
"27","1.2","-6.8","-2.8","20.8","0.0","LegendTT","LegendTT","LegendTT","LegendTT","35","69",1985,9
"28","5.7","-9.0","-1.7","19.7","0.0","0.0","0.0","0.0","0","15","33",1985,9
"29","10.2","-7.0","1.6","16.4","0.0","0.0","0.0","0.0","0","14","33",1985,9
"30","17.0","-2.3","7.4","10.6","0.0","0.0","0.0","0.0","0","","<31",1985,9
"01","16.1","4.3","10.2","7.8","0.0","0.3","0.0","0.3","0","29","39",1985,10
"02","15.6","0.0","7.8","10.2","0.0","0.4","0.0","0.4","0","34","106",1985,10
"03","11.7","2.0","6.9","11.1","0.0","0.0","0.0","0.0","0","33","74",1985,10
"04","11.7","-4.3","3.7","14.3","0.0","0.0","0.0","0.0","0","","<31",1985,10
"05","12.3","2.1","7.2","10.8","0.0","0.2","LegendTT","0.2","0","27","43",1985,10
"06","2.7","-4.5","-0.9","18.9","0.0","0.0","2.8","2.8","1","","<31",1985,10
"07","-2.1","-6.7","-4.4","22.4","0.0","0.0","1.2","0.8","2","34","35",1985,10
"08","-1.8","-6.1","-4.0","22.0","0.0","0.0","4.0","1.6","5","","<31",1985,10
"09","7.5","-8.6","-0.6","18.6","0.0","0.0","0.0","0.0","3","25","57",1985,10
"10","11.8","6.5","9.2","8.8","0.0","0.0","0.0","0.0","0","26","76",1985,10
"11","15.6","0.9","8.3","9.7","0.0","0.0","0.0","0.0","0","29","63",1985,10
"12","11.4","2.9","7.2","10.8","0.0","0.0","0.0","0.0","0","36","63",1985,10
"13","14.0","1.0","7.5","10.5","0.0","LegendTT","LegendTT","LegendTT","0","27","78",1985,10
"14","7.8","-1.0","3.4","14.6","0.0","0.8","LegendTT","0.8","0","","<31",1985,10
"15","5.0","0.7","2.9","15.1","0.0","5.1","0.4","5.5","0","15","43",1985,10
"16","10.6","0.1","5.4","12.6","0.0","1.5","0.0","1.5","0","26","52",1985,10
"17","13.9","-1.3","6.3","11.7","0.0","0.0","0.0","0.0","0","27","78",1985,10
"18","15.2","-3.0","6.1","11.9","0.0","0.0","0.0","0.0","0","","<31",1985,10
"19","19.0","-2.1","8.5","9.5","0.0","0.0","0.0","0.0","0","16","56",1985,10
"20","16.4","-0.1","8.2","9.8","0.0","0.0","0.0","0.0","0","16","57",1985,10
"21","18.2","5.8","12.0","6.0","0.0","0.0","0.0","0.0","0","16","39",1985,10
"22","11.1","2.4","6.8","11.2","0.0","0.0","0.0","0.0","0","27","74",1985,10
"23","9.7","-1.0","4.4","13.6","0.0","0.0","0.0","0.0","0","27","67",1985,10
"24","11.5","-3.0","4.3","13.7","0.0","0.0","0.0","0.0","0","","<31",1985,10
"25","5.5","-4.4","0.6","17.4","0.0","0.0","0.2","LegendTT","0","2","56",1985,10
"26","5.8","-5.5","0.2","17.8","0.0","0.0","0.0","0.0","LegendTT","13","31",1985,10
"27","18.8","-3.8","7.5","10.5","0.0","0.0","0.0","0.0","0","22","63",1985,10
"28","11.9","-2.4","4.8","13.2","0.0","0.0","3.0","2.8","0","34","78",1985,10
"29","9.0","-4.9","2.1","15.9","0.0","0.0","0.0","0.0","LegendTT","","<31",1985,10
"30","9.3","-2.8","3.3","14.7","0.0","0.0","0.0","0.0","0","24","59",1985,10
"31","6.1","-5.8","0.2","17.8","0.0","0.0","0.0","0.0","0","26","44",1985,10
"01","6.1","-5.5","0.3","17.7","0.0","0.0","LegendTT","LegendTT","0","","<31",1985,11
"02","2.6","-3.5","-0.5","18.5","0.0","0.0","0.0","0.0","0","33","48",1985,11
"03","8.6","-5.5","1.6","16.4","0.0","0.0","LegendTT","LegendTT","0","33","65",1985,11
"04","6.2","-5.1","0.6","17.4","0.0","0.0","1.0","1.0","0","34","59",1985,11
"05","3.1","-6.9","-1.9","19.9","0.0","0.0","0.6","0.6","2","27","54",1985,11
"06","1.2","-7.3","-3.1","21.1","0.0","0.0","0.0","0.0","LegendTT","27","56",1985,11
"07","-3.7","-10.0","-6.9","24.9","0.0","0.0","1.0","0.4","LegendTT","","<31",1985,11
"08","-4.4","-9.8","-7.1","25.1","0.0","0.0","2.6","1.6","LegendTT","","<31",1985,11
"09","-9.5","-17.2","-13.4","31.4","0.0","0.0","6.0","3.6","4","","<31",1985,11
"10","-15.5","-21.1","-18.3","36.3","0.0","0.0","0.2","0.2","9","","<31",1985,11
"11","-12.6","-24.8","-18.7","36.7","0.0","0.0","LegendTT","LegendTT","8","","<31",1985,11
"12","2.7","-18.9","-8.1","26.1","0.0","0.0","0.0","0.0","8","","<31",1985,11
"13","5.5","-8.5","-1.5","19.5","0.0","0.0","0.0","0.0","5","","<31",1985,11
"14","11.6","-6.5","2.6","15.4","0.0","0.0","0.0","0.0","2","25","59",1985,11
"15","11.1","-1.0","5.1","12.9","0.0","0.0","0.0","0.0","LegendTT","32","44",1985,11
"16","5.3","-12.2","-3.5","21.5","0.0","0.0","1.6","1.0","LegendTT","35","63",1985,11
"17","-12.0","-18.6","-15.3","33.3","0.0","0.0","1.8","0.8","2","36","35",1985,11
"18","-16.0","-21.8","-18.9","36.9","0.0","0.0","0.2","LegendTT","2","","<31",1985,11
"19","-16.9","-24.2","-20.6","38.6","0.0","0.0","LegendTT","LegendTT","2","","<31",1985,11
"20","-16.5","-25.3","-20.9","38.9","0.0","0.0","LegendTT","LegendTT","2","","<31",1985,11
"21","-17.9","-24.5","-21.2","39.2","0.0","0.0","LegendTT","LegendTT","2","34","63",1985,11
"22","-20.6","-30.8","-25.7","43.7","0.0","0.0","LegendTT","LegendTT","2","","<31",1985,11
"23","-9.5","-21.3","-15.4","33.4","0.0","0.0","0.4","LegendTT","2","26","50",1985,11
"24","-16.9","-24.9","-20.9","38.9","0.0","0.0","0.6","0.4","2","","<31",1985,11
"25","-22.9","-31.3","-27.1","45.1","0.0","0.0","1.0","0.4","3","","<31",1985,11
"26","-29.0","-33.8","-31.4","49.4","0.0","0.0","LegendTT","LegendTT","4","33","39",1985,11
"27","-17.8","-32.2","-25.0","43.0","0.0","0.0","LegendTT","LegendTT","4","","<31",1985,11
"28","-13.7","-22.8","-18.3","36.3","0.0","0.0","0.2","LegendTT","4","","<31",1985,11
"29","-17.5","-21.5","-19.5","37.5","0.0","0.0","1.2","0.4","5","","<31",1985,11
"30","-19.4","-29.4","-24.4","42.4","0.0","0.0","1.4","0.9","5","","<31",1985,11
"01","-17.5","-31.0","-24.3","42.3","0.0","0.0","LegendTT","LegendTT","6","","<31",1985,12
"02","-18.3","-25.5","-21.9","39.9","0.0","0.0","LegendTT","LegendTT","6","15","33",1985,12
"03","-6.8","-20.0","-13.4","31.4","0.0","0.0","LegendTT","LegendTT","6","","<31",1985,12
"04","8.0","-7.5","0.3","17.7","0.0","0.0","0.0","0.0","5","27","57",1985,12
"05","8.8","-3.2","2.8","15.2","0.0","0.0","0.0","0.0","3","26","44",1985,12
"06","6.1","-4.2","1.0","17.0","0.0","0.0","0.0","0.0","1","32","35",1985,12
"07","2.1","-10.9","-4.4","22.4","0.0","0.0","0.0","0.0","LegendTT","","<31",1985,12
"08","-2.4","-12.8","-7.6","25.6","0.0","0.0","0.2","LegendTT","LegendTT","","<31",1985,12
"09","-6.2","-16.2","-11.2","29.2","0.0","0.0","LegendTT","LegendTT","LegendTT","35","61",1985,12
"10","-7.3","-11.9","-9.6","27.6","0.0","0.0","0.2","LegendTT","LegendTT","35","41",1985,12
"11","0.9","-13.6","-6.4","24.4","0.0","LegendTT","1.6","0.8","LegendTT","33","61",1985,12
"12","-3.0","-15.6","-9.3","27.3","0.0","LegendTT","13.8","7.3","4","","<31",1985,12
"13","2.8","-11.2","-4.2","22.2","0.0","0.0","LegendTT","LegendTT","14","27","78",1985,12
"14","1.9","-5.1","-1.6","19.6","0.0","0.0","0.0","0.0","8","27","63",1985,12
"15","1.9","-8.9","-3.5","21.5","0.0","0.0","LegendTT","LegendTT","6","27","63",1985,12
"16","3.2","-7.3","-2.1","20.1","0.0","0.0","0.0","0.0","5","27","41",1985,12
"17","7.0","-3.8","1.6","16.4","0.0","0.0","0.0","0.0","4","26","61",1985,12
"18","7.1","-2.5","2.3","15.7","0.0","0.4","0.2","0.6","1","3","33",1985,12
"19","10.0","-2.0","4.0","14.0","0.0","LegendTT","LegendTT","LegendTT","LegendTT","29","44",1985,12
"20","11.9","-3.4","4.3","13.7","0.0","0.0","0.0","0.0","LegendTT","28","31",1985,12
"21","11.0","4.5","7.8","10.2","0.0","0.0","0.0","0.0","LegendTT","26","70",1985,12
"22","11.5","3.4","7.5","10.5","0.0","0.0","0.0","0.0","LegendTT","27","50",1985,12
"23","7.8","-2.0","2.9","15.1","0.0","0.0","0.0","0.0","LegendTT","31","41",1985,12
"24","8.6","-3.3","2.7","15.3","0.0","0.0","0.0","0.0","0","26","37",1985,12
"25","14.8","0.2","7.5","10.5","0.0","0.0","0.0","0.0","0","32","72",1985,12
"26","2.0","-8.4","-3.2","21.2","0.0","0.0","0.0","0.0","0","33","61",1985,12
"27","0.7","-12.9","-6.1","24.1","0.0","0.0","0.0","0.0","0","33","37",1985,12
"28","3.2","-9.5","-3.2","21.2","0.0","0.0","0.0","0.0","0","","<31",1985,12
"29","7.1","-5.5","0.8","17.2","0.0","0.0","LegendTT","LegendTT","0","27","78",1985,12
"30","3.9","-7.2","-1.7","19.7","0.0","0.0","LegendTT","LegendTT","0","27","44",1985,12
"31","4.1","-5.1","-0.5","18.5","0.0","0.0","0.0","0.0","0","26","57",1985,12
"01","2.3","-6.2","-2.0","20.0","0.0","0.0","0.0","0.0","0","27","41",1986,1
"02","0.0","-11.2","-5.6","23.6","0.0","0.0","0.0","0.0","0","29","39",1986,1
"03","-2.3","-11.6","-7.0","25.0","0.0","0.0","0.4","0.2","0","","<31",1986,1
"04","2.8","-15.7","-6.5","24.5","0.0","0.0","0.0","0.0","LegendTT","","<31",1986,1
"05","-3.8","-12.0","-7.9","25.9","0.0","0.0","LegendTT","LegendTT","LegendTT","","<31",1986,1
"06","5.7","-14.1","-4.2","22.2","0.0","0.0","LegendTT","LegendTT","LegendTT","28","46",1986,1
"07","8.3","-4.8","1.8","16.2","0.0","0.0","0.0","0.0","LegendTT","","<31",1986,1
"08","10.1","-6.0","2.1","15.9","0.0","0.0","0.0","0.0","0","27","85",1986,1
"09","7.2","-1.9","2.7","15.3","0.0","0.0","0.0","0.0","0","27","57",1986,1
"10","13.1","-2.6","5.3","12.7","0.0","0.0","0.0","0.0","0","27","54",1986,1
"11","9.7","-4.7","2.5","15.5","0.0","0.0","0.0","0.0","0","24","74",1986,1
"12","13.0","-6.6","3.2","14.8","0.0","0.0","0.0","0.0","0","25","39",1986,1
"13","12.3","1.2","6.8","11.2","0.0","0.0","0.0","0.0","0","27","41",1986,1
"14","9.7","-3.5","3.1","14.9","0.0","0.0","0.0","0.0","0","30","37",1986,1
"15","4.9","-4.6","0.2","17.8","0.0","0.0","0.0","0.0","0","13","39",1986,1
"16","8.5","-4.6","2.0","16.0","0.0","0.0","0.0","0.0","0","24","48",1986,1
"17","7.8","-5.3","1.3","16.7","0.0","0.0","0.0","0.0","0","26","44",1986,1
"18","9.3","-5.5","1.9","16.1","0.0","0.0","0.0","0.0","0","24","50",1986,1
"19","12.5","-3.0","4.8","13.2","0.0","0.0","0.0","0.0","0","33","72",1986,1
"20","1.2","-5.3","-2.1","20.1","0.0","0.0","0.0","0.0","0","17","35",1986,1
"21","0.5","-10.2","-4.9","22.9","0.0","0.0","0.0","0.0","0","","<31",1986,1
"22","-4.8","-11.0","-7.9","25.9","0.0","0.0","0.0","0.0","0","","<31",1986,1
"23","1.6","-7.4","-2.9","20.9","0.0","0.0","0.0","0.0","0","","<31",1986,1
"24","5.5","-4.7","0.4","17.6","0.0","0.0","0.0","0.0","0","26","48",1986,1
"25","4.4","-4.6","-0.1","18.1","0.0","0.0","0.0","0.0","0","26","37",1986,1
"26","13.7","-4.7","4.5","13.5","0.0","0.0","0.0","0.0","0","27","57",1986,1
"27","11.2","-1.6","4.8","13.2","0.0","0.0","0.0","0.0","0","27","50",1986,1
"28","1.3","-4.6","-1.7","19.7","0.0","LegendTT","LegendTT","LegendTT","0","33","48",1986,1
"29","-2.7","-9.5","-6.1","24.1","0.0","0.5","0.6","0.5","LegendTT","","<31",1986,1
"30","-5.5","-10.0","-7.8","25.8","0.0","0.0","0.2","LegendTT","1","","<31",1986,1
"31","4.7","-11.0","-3.2","21.2","0.0","0.0","0.0","0.0","1","","<31",1986,1
"01","7.1","-7.6","-0.3","18.3","0.0","0.0","0.0","0.0","0","","<31",1986,2
"02","6.5","-6.0","0.3","17.7","0.0","LegendTT","LegendTT","LegendTT","0","27","44",1986,2
"03","5.0","-8.1","-1.6","19.6","0.0","0.0","0.0","0.0","0","","<31",1986,2
"04","3.6","-10.2","-3.3","21.3","0.0","0.0","0.0","0.0","0","","<31",1986,2
"05","-0.3","-10.0","-5.2","23.2","0.0","0.0","0.4","LegendTT","0","34","52",1986,2
"06","-5.4","-14.2","-9.8","27.8","0.0","0.0","LegendTT","LegendTT","LegendTT","","<31",1986,2
"07","-4.5","-10.8","-7.7","25.7","0.0","0.0","0.2","LegendTT","LegendTT","","<31",1986,2
"08","-8.0","-12.3","-10.2","28.2","0.0","0.0","0.2","0.2","LegendTT","","<31",1986,2
"09","-6.1","-11.1","-8.6","26.6","0.0","0.0","1.0","0.6","LegendTT","","<31",1986,2
"10","-9.1","-13.8","-11.5","29.5","0.0","0.0","1.8","0.6","2","","<31",1986,2
"11","-5.4","-11.5","-8.5","26.5","0.0","0.0","1.6","0.4","2","","<31",1986,2
"12","-8.4","-11.9","-10.2","28.2","0.0","0.0","1.2","0.2","3","","<31",1986,2
"13","-11.0","-19.5","-15.3","33.3","0.0","0.0","0.4","0.2","4","1","48",1986,2
"14","-5.2","-17.1","-11.2","29.2","0.0","0.0","4.0","1.2","4","2","33",1986,2
"15","-9.3","-21.7","-15.5","33.5","0.0","0.0","7.4","6.6","9","5","52",1986,2
"16","-21.3","-25.4","-23.4","41.4","0.0","0.0","1.6","1.1","14","35","46",1986,2
"17","-24.5","-32.3","-28.4","46.4","0.0","0.0","0.2","0.2","10","","<31",1986,2
"18","-25.4","-37.1","-31.3","49.3","0.0","0.0","LegendTT","LegendTT","10","","<31",1986,2
"19","-24.6","-37.5","-31.1","49.1","0.0","0.0","0.2","LegendTT","10","","<31",1986,2
"20","-1.8","-28.9","-15.4","33.4","0.0","0.0","LegendTT","LegendTT","10","27","46",1986,2
"21","-6.4","-21.8","-14.1","32.1","0.0","0.0","LegendTT","LegendTT","8","35","56",1986,2
"22","-3.7","-16.7","-10.2","28.2","0.0","0.0","0.0","0.0","8","","<31",1986,2
"23","3.3","-9.9","-3.3","21.3","0.0","0.0","0.0","0.0","8","26","54",1986,2
"24","12.7","-4.0","4.4","13.6","0.0","0.0","0.0","0.0","6","27","69",1986,2
"25","13.9","3.9","8.9","9.1","0.0","0.0","0.0","0.0","LegendTT","25","85",1986,2
"26","11.6","-0.4","5.6","12.4","0.0","0.0","0.0","0.0","0","26","44",1986,2
"27","11.7","-3.1","4.3","13.7","0.0","0.0","0.0","0.0","0","","<31",1986,2
"28","17.3","3.1","10.2","7.8","0.0","0.0","0.0","0.0","0","27","50",1986,2
"01","10.2","-1.2","4.5","13.5","0.0","0.0","0.0","0.0","0","15","37",1986,3
"02","12.8","-2.1","5.4","12.6","0.0","0.0","0.0","0.0","0","36","50",1986,3
"03","14.5","-1.6","6.5","11.5","0.0","0.0","0.0","0.0","0","27","50",1986,3
"04","11.6","3.3","7.5","10.5","0.0","0.2","0.0","0.2","0","33","85",1986,3
"05","8.1","-5.4","1.4","16.6","0.0","0.0","LegendTT","LegendTT","0","3","56",1986,3
"06","-5.0","-11.6","-8.3","26.3","0.0","LegendTT","2.2","0.6","LegendTT","4","50",1986,3
"07","-3.0","-9.3","-6.2","24.2","0.0","LegendTT","LegendTT","LegendTT","2","17","41",1986,3
"08","10.9","-6.3","2.3","15.7","0.0","LegendTT","LegendTT","LegendTT","1","33","74",1986,3
"09","6.8","-3.1","1.9","16.1","0.0","0.0","0.0","0.0","0","28","39",1986,3
"10","6.5","-6.1","0.2","17.8","0.0","0.0","0.0","0.0","0","","<31",1986,3
"11","9.3","-4.9","2.2","15.8","0.0","0.0","LegendTT","LegendTT","0","","<31",1986,3
"12","11.6","-3.7","4.0","14.0","0.0","0.0","0.0","0.0","0","","<31",1986,3
"13","3.6","-4.3","-0.4","18.4","0.0","LegendTT","0.2","0.2","0","","<31",1986,3
"14","6.7","-4.0","1.4","16.6","0.0","0.0","LegendTT","LegendTT","LegendTT","","<31",1986,3
"15","1.8","-1.6","0.1","17.9","0.0","0.0","0.2","0.2","0","","<31",1986,3
"16","1.4","-1.9","-0.3","18.3","0.0","LegendTT","3.8","3.8","LegendTT","","<31",1986,3
"17","5.8","-2.1","1.9","16.1","0.0","0.0","0.2","0.2","3","","<31",1986,3
"18","8.9","-5.2","1.9","16.1","0.0","0.0","0.0","0.0","0","26","37",1986,3
"19","9.4","-2.5","3.5","14.5","0.0","0.0","0.0","0.0","0","26","35",1986,3
"20","17.4","0.1","8.8","9.2","0.0","0.0","0.0","0.0","0","15","33",1986,3
"21","16.5","2.3","9.4","8.6","0.0","0.0","0.0","0.0","0","28","85",1986,3
"22","8.0","-2.9","2.6","15.4","0.0","0.0","0.0","0.0","0","29","69",1986,3
"23","8.3","-5.3","1.5","16.5","0.0","0.0","0.0","0.0","0","","<31",1986,3
"24","1.2","-2.3","-0.6","18.6","0.0","0.0","0.4","0.4","0","","<31",1986,3
"25","10.2","-6.7","1.8","16.2","0.0","0.0","0.0","0.0","LegendTT","25","50",1986,3
"26","14.6","-2.2","6.2","11.8","0.0","0.0","0.0","0.0","0","27","70",1986,3
"27","19.3","-0.4","9.5","8.5","0.0","0.0","0.0","0.0","0","25","106",1986,3
"28","15.9","-0.3","7.8","10.2","0.0","0.0","0.0","0.0","0","26","59",1986,3
"29","12.1","0.1","6.1","11.9","0.0","0.0","0.0","0.0","0","25","54",1986,3
"30","11.4","-4.8","3.3","14.7","0.0","0.2","LegendTT","0.2","0","33","69",1986,3
"31","11.2","-4.0","3.6","14.4","0.0","0.0","0.0","0.0","0","27","48",1986,3
"01","7.8","-0.8","3.5","14.5","0.0","0.0","0.0","0.0","0","1","39",1986,4
"02","6.6","-6.7","-0.1","18.1","0.0","0.0","1.2","1.2","1","16","35",1986,4
"03","13.4","-5.5","4.0","14.0","0.0","0.0","0.0","0.0","0","15","37",1986,4
"04","14.5","-4.0","5.3","12.7","0.0","0.0","0.0","0.0","0","29","35",1986,4
"05","14.1","1.8","8.0","10.0","0.0","LegendTT","0.0","LegendTT","0","26","54",1986,4
"06","19.4","3.8","11.6","6.4","0.0","0.0","0.0","0.0","0","32","59",1986,4
"07","17.8","-4.4","6.7","11.3","0.0","0.0","0.0","0.0","0","14","52",1986,4
"08","25.0","1.0","13.0","5.0","0.0","0.0","0.0","0.0","0","20","46",1986,4
"09","14.7","2.8","8.8","9.2","0.0","LegendTT","LegendTT","LegendTT","0","36","57",1986,4
"10","4.9","-4.2","0.4","17.6","0.0","LegendTT","0.4","0.2","0","33","43",1986,4
"11","-4.1","-9.0","-6.6","24.6","0.0","0.0","3.4","1.9","1","6","31",1986,4
"12","-8.0","-12.1","-10.1","28.1","0.0","0.0","4.4","3.1","3","","<31",1986,4
"13","-5.4","-13.3","-9.4","27.4","0.0","0.0","0.4","0.2","5","15","35",1986,4
"14","6.4","-8.5","-1.1","19.1","0.0","0.0","LegendTT","LegendTT","3","15","31",1986,4
"15","13.7","-0.5","6.6","11.4","0.0","0.0","0.0","0.0","LegendTT","12","39",1986,4
"16","8.4","-2.3","3.1","14.9","0.0","LegendTT","0.0","LegendTT","0","","<31",1986,4
"17","12.6","-3.9","4.4","13.6","0.0","0.0","0.0","0.0","0","27","63",1986,4
"18","12.3","3.8","8.1","9.9","0.0","0.0","0.0","0.0","0","28","59",1986,4
"19","17.3","5.0","11.2","6.8","0.0","0.0","0.0","0.0","0","27","61",1986,4
"20","20.0","8.7","14.4","3.6","0.0","0.0","0.0","0.0","0","25","63",1986,4
"21","19.9","4.8","12.4","5.6","0.0","0.0","0.0","0.0","0","36","50",1986,4
"22","13.1","1.2","7.2","10.8","0.0","2.4","0.0","2.4","0","33","74",1986,4
"23","6.2","-2.3","2.0","16.0","0.0","0.0","3.2","1.6","0","35","35",1986,4
"24","10.3","-8.0","1.2","16.8","0.0","0.0","0.0","0.0","1","14","41",1986,4
"25","11.8","0.0","5.9","12.1","0.0","LegendTT","0.0","LegendTT","0","14","52",1986,4
"26","11.7","1.6","6.7","11.3","0.0","0.8","LegendTT","0.8","0","14","56",1986,4
"27","14.0","1.8","7.9","10.1","0.0","0.0","0.0","0.0","0","29","43",1986,4
"28","10.8","-1.5","4.7","13.3","0.0","LegendTT","0.0","LegendTT","0","30","56",1986,4
"29","11.0","-2.2","4.4","13.6","0.0","0.0","0.0","0.0","0","30","50",1986,4
"30","2.7","-5.0","-1.2","19.2","0.0","0.0","LegendTT","LegendTT","LegendTT","36","39",1986,4
"01","10.1","-2.9","3.6","14.4","0.0","0.0","LegendTT","LegendTT","0","14","50",1986,5
"02","18.5","-0.2","9.2","8.8","0.0","0.0","0.0","0.0","0","18","57",1986,5
"03","18.7","7.5","13.1","4.9","0.0","0.2","0.0","0.2","0","5","52",1986,5
"04","7.6","2.1","4.9","13.1","0.0","19.4","LegendTT","19.4","0","","<31",1986,5
"05","8.1","1.8","5.0","13.0","0.0","1.2","0.0","1.2","0","","<31",1986,5
"06","10.2","1.5","5.9","12.1","0.0","5.7","0.0","5.7","0","","<31",1986,5
"07","15.1","0.5","7.8","10.2","0.0","0.0","0.0","0.0","0","15","41",1986,5
"08","14.0","1.5","7.8","10.2","0.0","0.0","0.0","0.0","0","13","43",1986,5
"09","12.7","0.9","6.8","11.2","0.0","LegendTT","0.0","LegendTT","0","","<31",1986,5
"10","7.6","0.8","4.2","13.8","0.0","2.1","3.2","5.3","0","34","48",1986,5
"11","10.4","0.8","5.6","12.4","0.0","0.2","0.0","0.2","0","26","52",1986,5
"12","13.0","1.4","7.2","10.8","0.0","0.0","0.0","0.0","0","25","52",1986,5
"13","13.5","0.0","6.8","11.2","0.0","2.8","14.4","17.2","0","28","61",1986,5
"14","1.2","-0.6","0.3","17.7","0.0","0.0","14.4","11.8","6","32","85",1986,5
"15","4.2","-0.2","2.0","16.0","0.0","LegendTT","1.6","1.6","17","32","65",1986,5
"16","11.5","-2.7","4.4","13.6","0.0","0.0","0.0","0.0","8","13","39",1986,5
"17","16.6","4.6","10.6","7.4","0.0","LegendTT","0.0","LegendTT","LegendTT","26","33",1986,5
"18","20.3","5.3","12.8","5.2","0.0","LegendTT","0.0","LegendTT","LegendTT","26","39",1986,5
"19","22.5","6.5","14.5","3.5","0.0","0.0","0.0","0.0","0","","<31",1986,5
"20","23.6","7.9","15.8","2.2","0.0","0.0","0.0","0.0","0","21","59",1986,5
"21","15.8","3.5","9.7","8.3","0.0","4.9","0.0","4.9","0","31","56",1986,5
"22","11.4","2.6","7.0","11.0","0.0","LegendTT","0.0","LegendTT","0","33","52",1986,5
"23","16.1","1.8","9.0","9.0","0.0","0.0","0.0","0.0","0","15","37",1986,5
"24","23.3","3.9","13.6","4.4","0.0","0.0","0.0","0.0","0","27","33",1986,5
"25","27.7","10.8","19.3","0.0","1.3","0.0","0.0","0.0","0","15","44",1986,5
"26","30.7","9.8","20.3","0.0","2.3","0.0","0.0","0.0","0","13","46",1986,5
"27","28.0","11.4","19.7","0.0","1.7","LegendTT","0.0","LegendTT","0","32","52",1986,5
"28","31.7","13.3","22.5","0.0","4.5","0.0","0.0","0.0","0","","<31",1986,5
"29","29.6","12.0","20.8","0.0","2.8","0.0","0.0","0.0","0","32","31",1986,5
"30","32.4","12.0","22.2","0.0","4.2","0.0","0.0","0.0","0","33","33",1986,5
"31","27.8","14.0","20.9","0.0","2.9","0.0","0.0","0.0","0","15","44",1986,5
"01","32.1","13.5","22.8","0.0","4.8","0.0","0.0","0.0","0","28","43",1986,6
"02","24.1","12.6","18.4","0.0","0.4","LegendTT","0.0","LegendTT","0","34","41",1986,6
"03","20.0","9.4","14.7","3.3","0.0","0.0","0.0","0.0","0","35","54",1986,6
"04","22.1","7.4","14.8","3.2","0.0","2.4","0.0","2.4","0","13","39",1986,6
"05","16.0","8.8","12.4","5.6","0.0","0.4","0.0","0.4","0","","<31",1986,6
"06","19.6","6.7","13.2","4.8","0.0","6.5","0.0","6.5","0","36","63",1986,6
"07","22.1","8.6","15.4","2.6","0.0","LegendTT","0.0","LegendTT","0","","<31",1986,6
